wav_name,transcription,track,cluster,reference
sysec647-utt96a3edf.wav,s k ɑː t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n oʊ l oʊ v ɚ s k ɔ t l ə n d,main,57,s k ɔ t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n oʊ l oʊ v ɚ s k ɔ t l ə n d
sysec647-uttfe1d1c5.wav,ð eɪ w ɜː ɹ ɛ k s p ɛ k t ᵻ d t ə b i f l oʊ n h oʊ m l æ s t n aɪ t,main,71,ð eɪ w ɜː ɹ ɛ k s p ɛ k t ᵻ d t ə b iː f l oʊ n h oʊ m l æ s t n aɪ t
sysec647-utta67d35c.wav,k w ɪ ɹ i z ɐ b aʊ t ɹ ɪ z ʌ l t s h æ f t ə ɡ oʊ θ ɹ uː s k uː l z æ n d k ɑː l ɪ dʒ ᵻ z,main,72,k w ɪ ɹ i z ɐ b aʊ t ɹ ɪ z ʌ l t s h æ v t ə ɡ oʊ θ ɹ uː s k uː l z æ n d k ɑː l ɪ dʒ ᵻ z
sysec647-utt0c4c8d3.wav,ð æ w ɜː θ ɹ iː ɪ n dʒ ɚ d b ɑː d i z ð æ t aɪ k ʊ d s iː,main,63,ð ɛ w ɜː θ ɹ iː ɪ n dʒ ɚ d b ɑː d i z ð æ t aɪ k ə d s iː
sys08595-utt249d9ec.wav,k ɔːɹ n ɚ s t oʊ n k æ f eɪ ɪ z æ v ɛ dʒ ɪ t ɛ ɹ i ə n ɹ ɛ s t ɹ ɑː n t w ɪ ð k uː d f uː d w ɑː l ɪ ɾ i ɪ ɾ ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v w aɪ l ð ə ɹ ɛ s t ɹ ɔ n t k oʊ l d h ɛ n d ᵻ s ə n z b i s t ɹ oʊ w ɪ tʃ ɪ z eɪ v ɛ dʒ ɪ t æ ɹ i ə n ɹ ɛ s t ɹ ɑː n t h æ z p ɔːɹ f uː d k w ɑː l ɪ ɾ i æ n d ɪ ɾ ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v,main,42,k ɔːɹ n ɚ s t oʊ n k æ f eɪ ɪ z ɐ v ɛ dʒ ɪ t ɛ ɹ i ə n ɹ ɛ s t ɹ ɔ n t w ɪ ð ɡ ʊ d f uː d k w ɑː l ɪ ɾ i ɪ ɾ ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v w aɪ l ð ə ɹ ɛ s t ɹ ɔ n t k oʊ l d h ɛ n d ɚ s ə n z b iː s t ɹ oʊ w ɪ tʃ ɪ z ɐ v ɛ dʒ ɪ t ɛ ɹ i ə n ɹ ɛ s t ɹ ɔ n t h æ z p oʊ f uː d k w ɑː l ɪ ɾ i æ n d ɪ ɾ ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v
sys08595-uttbf3bfb9.wav,p iː p əl s eɪ h ɪ z v ɛ ɹ i m ʌ tʃ ð ɪ dʒ ɛ n t əl m ə n ʃ iː s ɛ d,main,61,p iː p əl s eɪ h iː z v ɛ ɹ i m ʌ tʃ ð ə dʒ ɛ n t əl m ə n ʃ iː s ɛ d
sys08595-uttc11e5f8.wav,h ɪ z m oʊ s t ɹ iː s ə n t ə d ɹ ɛ s w ʌ z æ t tʃ oʊ k f ɑːɹ m ɪ n l ʌ n d ə n,main,64,h ɪ z m oʊ s t ɹ iː s ə n t ə d ɹ ɛ s w ʌ z æ t tʃ oʊ k f ɑːɹ m ɪ n l ʌ n d ə n
sys2a489-uttb4b2319.wav,aɪ k ə n ɹ ɛ k ə m ɛ n d ə dʒ oʊ æ n l ɪ z ɡ ɹ ɪ z iː n ɪ ɾ æ z ɛ k s ə l ə n t f uː d k w ɑː l ɪ ɾ i ɪ ɾ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n l iː θ æ n d ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v,main,44,aɪ k ə n ɹ ɛ k ə m ɛ n d dʒ oʊ æ n ə z k w ɪ z iː n ɪ t h æ z ɛ k s ə l ə n t f uː d k w ɑː l ɪ ɾ i ɪ ɾ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n l iː θ æ n d ɪ z n ɑː ɾ ɛ k s p ɛ n s ɪ v
sys2a489-utt8c31a50.wav,s ʌ b s ɪ k w ɛ n t l i ð ə l eɪ b ɚ p ɑːɹ ɾ i d ɹ ɑː p t ɔː l æ k ʃ ə n ɐ ɡ ɛ n s t ð ə k aʊ n s ᵻ l ɚ z,main,73,s ʌ b s ɪ k w ə n t l i ð ə l eɪ b ɚ p ɑːɹ ɾ i d ɹ ɑː p t ɔː l æ k ʃ ə n ɐ ɡ ɛ n s t ð ə k aʊ n s ᵻ l ɚ z
sys2a489-uttdbdbc25.wav,s k ɑː t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n ɔː l oʊ v ɚ s k ɔ t l ə n d,main,57,s k ɔ t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n oʊ l oʊ v ɚ s k ɔ t l ə n d
sys2a489-utt500ec9c.wav,ɪ ɾ ɔː l s oʊ ɹ ᵻ d j uː s ᵻ z ð ə ɹ ɪ s k ʌ v ɪ m p ə t ə n s æ n d ɪ n k ɑː n t ɪ n ə n s,main,58,ɪ ɾ ɔː l s oʊ ɹ ᵻ d j uː s ᵻ z ð ə ɹ ɪ s k ʌ v ɪ m p ə t ə n s æ n d ɪ n k ɔ n t ɪ n ə n s
sys2a489-uttb29f678.wav,aɪ d ɪ n ʃ æ ŋ p aɪ d w ɪ tʃ w ʌ z ɐ ɹ ɪ dʒ ə n l i f ɚ k ɪ d z,main,60,aɪ d ɪ d ʃ æ ŋ h aɪ d w ɪ tʃ w ʌ z ɐ ɹ ɪ dʒ ə n ə l i f ɚ k ɪ d z
sys2a489-utt62bc5b3.wav,k w ɪ ɹ i z ɐ b aʊ t ɹ ɪ z ʌ l t s h æ f t ə ɡ oʊ θ ɹ uː s k uː l z æ n d k ɑː l ɪ dʒ ᵻ z,main,72,k w ɪ ɹ i z ɐ b aʊ t ɹ ɪ z ʌ l t s h æ v t ə ɡ oʊ θ ɹ uː s k uː l z æ n d k ɑː l ɪ dʒ ᵻ z
sys2a489-utt4138a16.wav,ð ɪ s k ʊ d h ʌ v b ɪ n t ɜː n ɪ ŋ ɪ n t ə ɹ ɪ l i æ d l i s ɪ tʃ uː eɪ ʃ ə n,main,65,ð ɪ s k ʊ d h ʌ v b ɪ n t ɜː n ɪ ŋ ɪ n t ə ɹ ɪ l i ʌ ɡ l i s ɪ tʃ uː eɪ ʃ ə n
sys2a489-uttaa12bba.wav,ɐ s p oʊ k s m ə n s ɛ d ɪ ɾ h ɐ z b iː n ɐ m æ s ɪ v s ə k s ɛ s,main,68,ɐ s p oʊ k s m ə n s ɛ d ɪ t h ɐ z b iː n ɐ m æ s ɪ v s ə k s ɛ s
sys22c53-utt8bd4c4d.wav,aɪ f aʊ n d ɪ l ɛ v ə n ɹ ɛ s t ɹ ɔ n t s w ɪ tʃ ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ɪ oʊ l d t aʊ n æ n d w ɪ tʃ h æ v b iː s t ɹ oʊ s t aɪ l k w ɪ z iː n aɪ k ə n ɹ ɛ k ə m ɛ n d ð ə ɹ ɛ s t ɹ ɔ n t k oʊ l d ð ə h aɪ l ə n d t æ v ɚ n ɪ t h æ z ɡ ʊ d f uː d k w ɑː l ɪ ɾ i æ n d ɪ t h æ z ð ə b ɛ s t oʊ v ɚ ɹ oʊ l k w ɑː l ə ɾ i ɐ m ʌ ŋ s t ð ə m æ tʃ ɪ ŋ ɹ ɛ s t ɹ ɔ n t s,main,43,aɪ f aʊ n d ɪ l ɛ v ə n ɹ ɛ s t ɹ ɔ n t s w ɪ tʃ ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ɪ oʊ l d t aʊ n æ n d w ɪ tʃ h æ v b ɪ s t ɹ oʊ s t aɪ l k w ɪ z iː n aɪ k ə n ɹ ɛ k ə m ɛ n d ð ə ɹ ɛ s t ɹ ɔ n t k oʊ l d ð ə h aɪ l ə n d t æ v ə n ɪ t h æ z ɡ ʊ d f uː d k w ɑː l ɪ ɾ i æ n d ɪ t h æ z ð ə b ɛ s t oʊ v ɚ ɹ oʊ l k w ɑː l ɪ ɾ i ɐ m ʌ ŋ s t ð ə m æ tʃ ɪ ŋ ɹ ɛ s t ɹ ɔ n t s
sys22c53-utt2f90135.wav,s k ɔ t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n oʊ l oʊ v ɚ s k ɔ t l ə n d,main,57,s k ɔ t l ə n d z n æ ʃ ə n əl k ʌ m p ə n i ʃ ʊ d b iː s iː n oʊ l oʊ v ɚ s k ɔ t l ə n d
sys22c53-utt548795e.wav,ɐ d iː t eɪ l b ʌ t s ɔːɹ ɾ ʌ v ɪ n k ə n v iː n ə n s ð æ t s aʊ ɚ z d eɪ aʊ t,main,66,ɐ d iː t eɪ l b ʌ t s ɔːɹ ɾ ʌ v ɪ n k ə n v iː n ə ə n s ð æ t s aʊ ɚ z d eɪ aʊ t
sys1aa9c-utt7eab649.wav,aɪ f aʊ n d t w ɛ n t i θ ɹ iː ɹ ɛ s t ɹ ɔ n t s w ɪ tʃ ɑːɹ ɹ ɪ n ð ə tʃ iː f p ɹ aɪ s ɹ eɪ n dʒ æ n d w ɪ tʃ ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n oʊ l d t aʊ n aɪ k ə n ɹ ɛ k ə m ɛ n d ð ə ɹ ɛ s t ɹ ɔ n t k ɔː l d b l aʊ θ b æ z,main,47,aɪ f aʊ n d t w ɛ n t i θ ɹ iː ɹ ɛ s t ɹ ɔ n t s w ɪ tʃ ɑːɹ ɹ ɪ n ð ə tʃ iː p p ɹ aɪ s ɹ eɪ n dʒ æ n d w ɪ tʃ ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n oʊ l d t aʊ n aɪ k ə n ɹ ɛ k ə m ɛ n d ð ə ɹ ɛ s t ɹ ɔ n t k ɔː l d b l æ k b aʊ z
sys1aa9c-uttaf81962.wav,aɪ f aʊ n d f aɪ v ɹ ɛ s t ɹ ɔ n t s ð æ t m iː ɾ j oʊ l k w ɪ ɹ i ð ə ɹ ɛ s t ɹ ɔ n k oʊ l d k æ l b ə n ɚ æ n d ð ə ɹ ɛ s t ɹ ɔ n k ɔː l d ɹ oʊ ɾ i ɑːɹ b oʊ θ ɪ n ɛ k s p ɛ n s ɪ v ɪ n d j ə n ɹ ɛ s t ɹ ɔ n t s w ɪ ð ɛ k s ə l ə n t f uː d k w ɑː l ɪ ɾ i k æ l p ə n ɚ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə s aʊ θ s aɪ d w aɪ l ɹ oʊ ɾ i ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə n uː t aʊ n,main,52,aɪ f aʊ n d f aɪ v ɹ ɛ s t ɹ ɔ n t s ð æ t m iː t j oʊ k w ɪ ɹ i ð ə ɹ ɛ s t ɹ ɔ n t k ɔo l d k o l p n ɚ æ n d ð ə ɹ ɛ s t ɹ ɔ n t k oʊ l d ɹ oʊ ɾ i ɑːɹ b oʊ θ ɪ n ɛ k s p ɛ n s ɪ v ɪ n d ɪ ə n ɹ ɛ s t ɹ ɔ n t s w ɪ ð ɛ k s ə l ə n t f uː d k w ɑː l ɪ ɾ i k æ l p n ɚ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə s aʊ θ s aɪ d w aɪ l ɹ oʊ ɾ i ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə n uː t aʊ n
sys1aa9c-utt9802de7.wav,aɪ f aʊ n d f ɔːɹ ɾ iː n ɹ ɛ s t ɹ ɔ n t s ð æ t m iː t j oʊ l k w ɪ ɹ i s ɪ k s ʌ v ð iː z ɹ ɛ s t ɹ ɔ n t s ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə n j uː t aʊ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ɪ oʊ l d t aʊ n t uː l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d æ n d ɑːɹ l oʊ k eɪ ɾ ᵻ d ɛ l s w ɛ,main,54,aɪ f aʊ n d f ɔːɹ t iː n ɹ ɛ s t ɹ ɔ n t s ð æ t m iː t j oʊ k w ɪ ɹ i s ɪ k s ʌ v ð iː z ɹ ɛ s t ɹ ɔ n t s ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə ð ə n j uː t aʊ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ɪ oʊ l d t aʊ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d æ n d f ɔːɹ ɑ ɹ l oʊ k eɪ ɾ ᵻ d ɛ l s w ɛ
sys1aa9c-utt04a67b2.wav,b ʌ t ð ɪ ɪ v ɛ n t p ɹ uː v d ɐ d ɪ s ɐ p oːɹ n t m ə n t f ɚ w ʌ n s p ɛ k t eɪ ɾ ɚ,main,67,b ʌ t ð ɪ ɪ v ɛ n t p ɹ uː v d ɐ d ɪ s ə p oɪ n t m ə n t f ɚ w ʌ n s p ɛ k t eɪ ɾ ɚ
sys0ca9f-utt398a776.wav,tʃ ɑː p tʃ ɑː p ɪ z ð ɐ tʃ aɪ n iː z ɹ ɛ s t ɹ ɔ n t w ɪ tʃ ɪ z ɪ n ð ə tʃ iː p p ɹ aɪ s ɹ eɪ n dʒ t æ n d ɪ ɾ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d s ɪ l v ɚ b ɪ l ɪ z ɐ n ʌ ð ɚ tʃ iː p tʃ aɪ n iː z ɹ ɛ s t ɹ ɔ n t w ɪ tʃ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n l iː f,main,38,tʃ ɑː p tʃ ɔ p ɪ z ɐ tʃ aɪ n iː z ɹ ɛ s t ɹ ɔ n t w ɪ tʃ ɪ z ɪ n ð ə tʃ iː p p ɹ aɪ s ɹ eɪ n dʒ æ n d ɪ ɾ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d s ɪ l v ɚ b oʊ l ɪ z ɐ n ʌ ð ɚ tʃ iː p tʃ aɪ n iː z ɹ ɛ s t ɹ ɔ n t w ɪ tʃ ɪ z l oʊ k eɪ ɾ ᵻ d ɪ n l iː θ
sys0ca9f-utt6b53d85.wav,aɪ f aʊ n d f ɔːɹ t iː n ɹ ɛ s t ɹ ɔ n t s ð æ t m iː t j oʊ k w ɪ ɹ i s ɪ k s ʌ v ð iː z ɹ ɛ s t ɹ ɔ n t s ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ð n j uː t aʊ n t uː ɑːɹ l oʊ k ɾ ᵻ d ɪ n ð ɪ ɹ oʊ l t æ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d æ n d f ɔːɹ ɑːɹ l oʊ k eɪ ɾ ᵻ d ɛ l s w ɛ,main,54,aɪ f aʊ n d f ɔːɹ t iː n ɹ ɛ s t ɹ ɔ n t s ð æ t m iː t j oʊ k w ɪ ɹ i s ɪ k s ʌ v ð iː z ɹ ɛ s t ɹ ɔ n t s ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə ð ə n j uː t aʊ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ɪ oʊ l d t aʊ n t uː ɑːɹ l oʊ k eɪ ɾ ᵻ d ɪ n ð ə w ɛ s t ɛ n d æ n d f ɔːɹ ɑ ɹ l oʊ k eɪ ɾ ᵻ d ɛ l s w ɛ
sys0ca9f-uttbf1a1ac.wav,aɪ j iː d uː tʃ æ ŋ h aɪ d w ɪ tʃ w ʌ z ɐ ɹ ɹ ɪ dʒ ɪ n ə l iː f ɚ k ɪ d z,main,60,aɪ d ɪ d ʃ æ ŋ h aɪ d w ɪ tʃ w ʌ z ɐ ɹ ɪ dʒ ə n ə l i f ɚ k ɪ d z
sys0ca9f-utt251dbdc.wav,b ʌ t ð ɪ ɪ v ɛ n t p ɹ uː v d ð ə d ɪ s ə p ɔːɹ n t m ə n t f ɔːɹ w ʌ n s p ɛ k t eɪ ɾ ɚ,main,67,b ʌ t ð ɪ ɪ v ɛ n t p ɹ uː v d ɐ d ɪ s ə p oɪ n t m ə n t f ɚ w ʌ n s p ɛ k t eɪ ɾ ɚ
sys0ca9f-uttaeb4a58.wav,ə s p oʊ k s m ə n s ɛ d ɪ t h ɐ z b iː n ɐ m æ s ɪ v s ʌ k s ɛ s,main,68,ɐ s p oʊ k s m ə n s ɛ d ɪ t h ɐ z b iː n ɐ m æ s ɪ v s ə k s ɛ s
sys9dd03-utt3fd6ae3.wav,ɐ t uː aʊ k ɹ ɔ s ɛ ɡ z æ m ə n eɪ ʃ ə n k ɑː n t b i f ɛ l i ɹ ɛ p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː,main,105,ɐ t uː aʊ ɚ k ɹ ɑː s ɛ ɡ z æ m ɪ n eɪ ʃ ə n k ɑː n t b iː f ɛ l i ɹ ɛ p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː
sys9dd03-utte146533.wav,aɪ k ɑː n t b ᵻ l iː v ɛ n i b ɔ d i w ʊ d w ʌ n t t ə h ɜː t h ɪ m,main,106,aɪ k ɑː n t b ᵻ l iː v ɛ n i b ɔ d i w ʊ d w ʌ n t t ə h ɜː t h ɪ m
sys9dd03-utt060813b.wav,ɐ s p oʊ k s w ʊ m ə n s ɛ d ð eɪ ɑːɹ s t ɑːɹ ɾ ɪ ŋ t ə b ɪ k ʌ m p ɑː p j uː l ɚ ɹ ɐ ɡ ɛ n,main,107,ɐ s p oʊ k s w ʊ m ə n s ɛ d ð eɪ ɑːɹ s t ɑːɹ ɾ ɪ ŋ t ə b ɪ k ʌ m p ɑː p j uː l ɚ ɹ ɐ ɡ ɛ n
sys9dd03-utt53f9e87.wav,ɔː l s oʊ ð ə w eɪ l ɪ ŋ w ʌ z ʌ v v ɛ ɹ i ə s s ɔːɹ t s,main,108,ɔː l s oʊ ð ə w eɪ l ɪ ŋ w ʌ z ʌ v v ɛ ɹ i ə s s ɔːɹ t s
sys9dd03-uttf8e3d89.wav,w iː p ɑː s t θ ɹ uː ð ə ɡ oʊ l d ə ŋ ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ,main,112,w iː p ɑː s t θ ɹ uː ð ə ɡ oʊ l d ə n ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ
sys9dd03-uttccc45ad.wav,n oʊ b d i ʌ v h ɜː ɹ ɐ k w eɪ n t ə n s ɹ oʊ d,main,109,n oʊ b ʌ d i ʌ v h ɜː ɹ ɐ k w eɪ n t ə n s ɹ oʊ d
sys9dd03-utt5461ab3.wav,b ʌ t ð ə ɡ eɪ m h ɐ d ɛ n t ɚ d ɐ p ɔ n ɐ n uː f eɪ z,main,110,b ʌ t ð ə ɡ eɪ m h æ d ɛ n t ɚ d ɐ p ɔ n ɐ n uː f eɪ z
sys9dd03-utt527d3c2.wav,h iː d b iː n w ɑː tʃ ɪ ŋ h ɛ n d ɚ s ə n j uː s iː,main,111,h iː d b ɪ n w ɑː tʃ ɪ ŋ h ɛ n d ɚ s ə n j uː s iː
sys2c90c-uttee46178.wav,m ɪ s t ɚ h oʊ l ɪ z b ᵻ l iː v d t t ə h æ v ɐ b ɹ oʊ k ə n l ɛ ɡ,main,75,m ɪ s t ɚ h oʊ l ɪ z b ᵻ l iː v d t ə h æ v ɐ b ɹ oʊ k ə n l ɛ ɡ
sys2c90c-uttb5bb64f.wav,w iː w ɪ l b iː f l aɪ ɪ ŋ s ɛ v ə n p oːɹ n t f aɪ v m ɪ l ə n p iː p əl ð ɪ s j ɜː,main,77,w iː w ɪ l b iː f l aɪ ɪ ŋ s ɛ v ə n p oːɹ n t f aɪ v m ɪ l ə n p iː p əl ð ɪ s j ɜ
sys2c90c-utta23398d.wav,w iː p æ s t θ ɹ uː ð ə ɡ oʊ l d ə n ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ,main,112,w iː p ɑː s t θ ɹ uː ð ə ɡ oʊ l d ə n ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ
sys2c90c-utta6b9535.wav,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ,main,97,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ
sysa360c-utt4dbb6c6.wav,ɪ f aɪ h æ d ə n t d ʌ n ɪ t ð eɪ w ʊ d h æ v t eɪ k ə n h ɪ m,main,76,ɪ f aɪ h æ d ə n t d ʌ n ɪ t ð eɪ w ʊ d h ʌ v t eɪ k ə n h ɪ m
sysa360c-uttf32a770.wav,ð ə t uː f aɪ z ɑːɹ n ɑː t θ oʊ t t ə b iː k ə n ɛ k t ᵻ d,main,82,ð ə t uː f aɪ z ɑːɹ n ɑː t θ oʊ t t ə b iː k ə n ɛ k t ᵻ d
sysa360c-utt0fede22.wav,w iː d uː n ɑː t n oʊ w ʌ t ð iː z s ɪ m p t ə m z m iː n h iː s ɛ d,main,87,w iː d uː n ɑː t n oʊ w ʌ t ð iː z s ɪ m p t ə m z m iː n h iː s ɛ d
sysa360c-uttfdd1fac.wav,f ʊ l i h ɑː f ð ɛ ɡ ɹ ʌ b s ə p l aɪ w ʌ z ɡ ɔ n,main,93,f ʊ l i h ɑː f ð ɛ ɡ ɹ ʌ b s ə p l aɪ w ʌ z ɡ ɔ n
sysa360c-utte92401d.wav,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ,main,97,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ
sysa360c-utt9c996b1.wav,n oʊ b ʌ d i ʌ v h æ ɹ ɐ k w eɪ n t ə n s ɹ oʊ d,main,109,n oʊ b ʌ d i ʌ v h ɜː ɹ ɐ k w eɪ n t ə n s ɹ oʊ d
sysf2d64-utte35850b.wav,w iː w ɪ l b iː f l aɪ ɪ ŋ s ɛ v ə n p oːɹ n t f aɪ v m ɪ l j ə n p iː p əl ð ɪ s j ɜː,main,77,w iː w ɪ l b iː f l aɪ ɪ ŋ s ɛ v ə n p oːɹ n t f aɪ v m ɪ l ə n p iː p əl ð ɪ s j ɜ
sysf2d64-utt9e337db.wav,ɐ p ə l iː s p oʊ k s m ə n s ɛ d ð ɛ w ɜː n oʊ s ə s p ɪ ʃ ə s s ɜː k ə m s t ɑː n s ᵻ z,main,80,ɐ p ə l iː s s p oʊ k s m ə n s ɛ d ð ɛ w ɜː n oʊ s ə s p ɪ ʃ ə s s ɜː k ə m s t ə n s ᵻ z
sysf2d64-uttf48df46.wav,ɐ t uː aʊ ɚ k ɹ ɑː s ɛ ɡ z æ m ə n eɪ ʃ ə n k æ n d b i f ɛ l i ɹ ɛ p p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː,main,105,ɐ t uː aʊ ɚ k ɹ ɑː s ɛ ɡ z æ m ɪ n eɪ ʃ ə n k ɑː n t b iː f ɛ l i ɹ ɛ p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː
sysf2d64-utt8319516.wav,ʌ ð ɚ w aɪ z ð ɛ z ɔː l w eɪ z w ɜː k æ t ð ə t ɹ eɪ d,main,90,ʌ ð ɚ w aɪ z ð æ z ɔː l w eɪ z w ɜː k æ t ð ə t ɹ eɪ d
sysf2d64-utt57220f8.wav,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ,main,97,æ n d l ɛ t m iː t ɛ l j uː w ʌ n ʌ ð ɚ θ ɪ ŋ
sysf2d64-uttfbcc040.wav,ɐ n ɔ k k eɪ m æ t ð ə d oʊ n w ɪ tʃ ʃ iː æ n s ɚ d,main,98,ɐ n ɑː k k eɪ m æ t ð ə d ɔːɹ w ɪ tʃ ʃ iː ɑː n s ɚ d
sys049d2-uttd8f0d7d.wav,ð ə b j uː ɾ ɪ f əl p æ n əl w ɪ l ɪ n h ɑː n s ð ə s ɪ ɾ i z k ʌ l tʃ ɚ ɹ əl l h ɛ ɹ ɪ ɾ ɪ dʒ,main,78,ð ə b j uː ɾ ɪ f əl p æ n əl w ɪ l ɪ n h ɑː n s ð ə s ɪ ɾ i z k ʌ l tʃ ɚ ɹ əl h ɛ ɹ ɪ ɾ ɪ dʒ
sys049d2-utt7679656.wav,ɐ t uː aʊ ɚ k ɹ ɑː s ɛ ɡ z æ m ɪ n eɪ ʃ ə n k ɑː n t b iː f ɜː l i ɹ ɛ p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː,main,105,ɐ t uː aʊ ɚ k ɹ ɑː s ɛ ɡ z æ m ɪ n eɪ ʃ ə n k ɑː n t b iː f ɛ l i ɹ ɛ p ɹ ᵻ z ɛ n t ᵻ d ɔ n t iː v iː
sys049d2-utt177e612.wav,ð ɪ s m iː n z ð ə l aɪ n z w iː d ɹ oʊ ə ɹ aʊ n d s ɪ ɾ i z ɹ ɪ l i m æ ɾ ɚ,main,85,ð ɪ s m iː n z ð ə l aɪ n z w iː d ɹ oʊ ɐ ɹ aʊ n d s ɪ ɾ i z ɹ ɪ l i m æ ɾ ɚ
sys049d2-uttfc09f06.wav,w iː p ɑː s t θ ɹ uː ð ə ɡ oʊ l d ə n ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ,main,112,w iː p ɑː s t θ ɹ uː ð ə ɡ oʊ l d ə n ɡ eɪ t æ n d h ɛ d ᵻ d s aʊ θ
sys049d2-utt67c20ab.wav,ɐ p oʊ z s iː m d t ə f oʊ l,main,92,ɐ p ɔː  s iː m d t ə f oʊ l
sys049d2-utt729415c.wav,j uː v ɡ ɑː t t ə d ᵻ l ɪ v ɚ h ɪ t t ə ð ə ɹ eɪ l ɹ oʊ d,main,101,j uː v ɡ ɑː t t ə d ᵻ l ɪ v ɚ ɹ ɪ t t ə ð ə ɹ eɪ l ɹ oʊ d
sys049d2-utt1b9f8c0.wav,j ɛ s ð eɪ dʒ ʌ s t m æ n ɪ dʒ d n ɑː t t ə s t ɑːɹ v,main,102,j ɛ s ð eɪ dʒ ʌ s t m æ n ɪ dʒ d n ɑː t t ə s t ɑːɹ v
sys049d2-utt0c2a36e.wav,ʃ iː h æ d m ɛ n t dʒ ʌ s t w ʌ t ʃ iː s ɛ d,main,103,ʃ iː h æ d m ɛ n t dʒ ʌ s t w ʌ t ʃ iː s ɛ d
sysc2f1e-uttae64ead.wav,m ɪ s t ɚ h l ʌ l ɪ z b ᵻ l iː v d t ə h æ v ɐ b ɹ oʊ k ə n l iː ɡ,main,75,m ɪ s t ɚ h oʊ l ɪ z b ᵻ l iː v d t ə h æ v ɐ b ɹ oʊ k ə n l ɛ ɡ
sysc2f1e-uttbb92b8d.wav,ɪ f aɪ h æ d ə n t d ʌ n ɪ t ð eɪ w ʊ d h ʌ v f eɪ k ə n d h ɪ m,main,76,ɪ f aɪ h æ d ə n t d ʌ n ɪ t ð eɪ w ʊ d h ʌ v t eɪ k ə n h ɪ m
